id,city_id,name,marker,coordinates,cable_id
port-askaig-united-kingdom,15846,"Port Askaig, United Kingdom",measle_white,"<Point><coordinates>-6.106314,55.847737</coordinates></Point>",1827
feolin-ferry-united-kingdom,15847,"Feolin Ferry, United Kingdom",measle_white,"<Point><coordinates>-6.089908,55.846748</coordinates></Point>",1827
lavagulin-united-kingdom,15848,"Lavagulin, United Kingdom",measle_white,"<Point><coordinates>-6.125406,55.636116</coordinates></Point>",1827
glenbarr-united-kingdom,15849,"Glenbarr, United Kingdom",measle_white,"<Point><coordinates>-5.697574,55.565498</coordinates></Point>",1827
craighouse-united-kingdom,15850,"Craighouse, United Kingdom",measle_white,"<Point><coordinates>-5.953824,55.833674</coordinates></Point>",1827
ormsary-united-kingdom,15851,"Ormsary, United Kingdom",measle_white,"<Point><coordinates>-5.614566,55.891682</coordinates></Point>",1827
kilchoan-ferry-united-kingdom,15852,"Kilchoan Ferry, United Kingdom",measle_white,"<Point><coordinates>-6.093960,56.688569,0</coordinates></Point>",1827
tobermory-united-kingdom,15853,"Tobermory, United Kingdom",measle_white,"<Point><coordinates>-6.070279,56.621845</coordinates></Point>",1827
duart-bay-united-kingdom,15854,"Duart Bay, United Kingdom",measle_white,"<Point><coordinates>-5.669351,56.455842</coordinates></Point>",1827
ganavan-bay-united-kingdom,15855,"Ganavan Bay, United Kingdom",measle_white,"<Point><coordinates>-5.475797,56.437763</coordinates></Point>",1827
corran-united-kingdom,15856,"Corran, United Kingdom",measle_white,"<Point><coordinates>-5.245377,56.722529</coordinates></Point>",1827
ardmair-united-kingdom,15857,"Ardmair, United Kingdom",measle_white,"<Point><coordinates>-5.196207,57.934076</coordinates></Point>",1827
branahuie-bay-united-kingdom,15858,"Branahuie Bay, United Kingdom",measle_white,"<Point><coordinates>-6.310757,58.209064</coordinates></Point>",1827
leverburgh-united-kingdom,15859,"Leverburgh, United Kingdom",measle_white,"<Point><coordinates>-7.008364,57.769403</coordinates></Point>",1827
lochmaddy-united-kingdom,15860,"Lochmaddy, United Kingdom",measle_white,"<Point><coordinates>-7.163345,57.603693</coordinates></Point>",1827
dunvegan-united-kingdom,15861,"Dunvegan, United Kingdom",measle_white,"<Point><coordinates>-6.581655,57.436323</coordinates></Point>",1827
sandwick-village-united-kingdom,15862,"Sandwick Village, United Kingdom",measle_white,"<Point><coordinates>-7.274136,57.366694</coordinates></Point>",1827
ardvasar-united-kingdom,15863,"Ardvasar, United Kingdom",measle_white,"<Point><coordinates>-5.906460,57.059370,0</coordinates></Point>",1827
mallaigvaig-united-kingdom,15864,"Mallaigvaig, United Kingdom",measle_white,"<Point><coordinates>-5.820425,57.008479</coordinates></Point>",1827
scarinish-united-kingdom,15865,"Scarinish, United Kingdom",measle_white,"<Point><coordinates>-6.808511,56.503791</coordinates></Point>",1827
calgary-united-kingdom,15866,"Calgary, United Kingdom",measle_white,"<Point><coordinates>-6.272378,56.582124</coordinates></Point>",1827
ludag-united-kingdom,15867,"Ludag, United Kingdom",measle_white,"<Point><coordinates>-7.328139,57.105537</coordinates></Point>",1827
balla-united-kingdom,15868,"Balla, United Kingdom",measle_white,"<Point><coordinates>-7.312173,57.081525</coordinates></Point>",1827
north-bay-united-kingdom,15869,"North Bay, United Kingdom",measle_white,"<Point><coordinates>-7.449477,57.025288</coordinates></Point>",1827
bay-of-tuquoy-united-kingdom,15870,"Bay of Tuquoy, United Kingdom",measle_white,"<Point><coordinates>-2.939519,59.279767</coordinates></Point>",1827
aikerness-united-kingdom,15871,"Aikerness , United Kingdom",measle_white,"<Point><coordinates>-2.959147,59.350457</coordinates></Point>",1827
portachur-point-united-kingdom,15872,"Portachur Point, United Kingdom",measle_white,"<Point><coordinates>-4.943863,55.742769</coordinates></Point>",1827
coilleag-united-kingdom,15873,"Coilleag, United Kingdom",measle_white,"<Point><coordinates>-7.302212,57.073615</coordinates></Point>",1827
ardbeg-point-united-kingdom,15874,"Ardbeg Point, United Kingdom",measle_white,"<Point><coordinates>-5.063590,55.858589,0</coordinates></Point>",1827
ardyne-point-united-kingdom,15875,"Ardyne Point, United Kingdom",measle_white,"<Point><coordinates>-5.019986,55.869417</coordinates></Point>",1827
ardgour-united-kingdom,15876,"Ardgour, United Kingdom",measle_white,"<Point><coordinates>-5.233658,56.721565</coordinates></Point>",1827
raglan-new-zealand,15884,"Raglan, New Zealand",measle_white,"<Point><coordinates>174.871822,-37.801388</coordinates></Point>",1750
ola-russia,15834,"Ola, Russia",measle_white,"<Point><coordinates>151.283357,59.583343</coordinates></Point>",1825
okha-russia,15833,"Okha, Russia",measle_white,"<Point><coordinates>142.942443,53.577548</coordinates></Point>",1825
ust-bolsheretsk-russia,15832,"Ust-Bolsheretsk, Russia",measle_white,"<Point><coordinates>156.287066,52.812411</coordinates></Point>",1825
porthcressa-beach-united-kingdom,15836,"Porthcressa Beach, United Kingdom",measle_white,"<Point><coordinates>-6.308169,49.919908</coordinates></Point>",1826
mogadishu-somalia,4255,"Mogadishu, Somalia",measle_white,"<Point><coordinates>45.344174,2.041195</coordinates></Point>",1246
rayong-thailand,10985,"Rayong, Thailand",measle_white,"<Point><coordinates>101.277351,12.670658</coordinates></Point>",1776
cherating-malaysia,6011,"Cherating, Malaysia",measle_white,"<Point><coordinates>103.393658,4.130232</coordinates></Point>",1828
cherating-malaysia,6011,"Cherating, Malaysia",measle_white,"<Point><coordinates>103.393658,4.130232</coordinates></Point>",1776
davao-philippines,3902,"Davao, Philippines",measle_white,"<Point><coordinates>125.612788,7.079987</coordinates></Point>",1823
ilyich-russia,15111,"Ilyich, Russia",measle_white,"<Point><coordinates>36.770838,45.423609</coordinates></Point>",1822
kerch-ukraine,15112,"Kerch, Ukraine",measle_white,"<Point><coordinates>36.477382,45.356983</coordinates></Point>",1822
domburg-netherlands,3144,"Domburg, Netherlands",measle_white,"<Point><coordinates>3.496160,51.563950,0</coordinates></Point>",1819
aldeburgh-united-kingdom,3225,"Aldeburgh, United Kingdom",measle_white,"<Point><coordinates>1.590606,52.157846</coordinates></Point>",1819
port-hedland-australia,5777,"Port Hedland, Australia",measle_white,"<Point><coordinates>118.577245,-20.313457</coordinates></Point>",1817
darwin-australia,7685,"Darwin, Australia",measle_white,"<Point><coordinates>130.843157,-12.467489</coordinates></Point>",1817
igiugig-alaska-united-states,15033,"Igiugig, Alaska, United States",measle_white,"<Point><coordinates>-155.894743,59.327801</coordinates></Point>",1693
port-alwsorth-alaska-united-states,15032,"Port Alwsorth, Alaska, United States",measle_white,"<Point><coordinates>-154.336932,60.200372</coordinates></Point>",1693
fish-camp-alaska-united-states,15031,"Fish Camp, Alaska, United States",measle_white,"<Point><coordinates>-154.858855,59.949200,0</coordinates></Point>",1693
nondalton-alaska-united-states,15030,"Nondalton, Alaska, United States",measle_white,"<Point><coordinates>-154.847722,59.972649</coordinates></Point>",1693
newhalen-alaska-united-states,15029,"Newhalen, Alaska, United States",measle_white,"<Point><coordinates>-154.899773,59.718145</coordinates></Point>",1693
kokhanok-alaska-united-states,15028,"Kokhanok, Alaska, United States",measle_white,"<Point><coordinates>-154.752752,59.442157</coordinates></Point>",1693
pile-bay-alaska-united-states,15026,"Pile Bay, Alaska, United States",measle_white,"<Point><coordinates>-153.880487,59.776055</coordinates></Point>",1693
illiamna-alaska-united-states,15027,"Illiamna, Alaska, United States",measle_white,"<Point><coordinates>-154.906121,59.754766</coordinates></Point>",1693
pedro-bay-alaska-united-states,15025,"Pedro Bay, Alaska, United States",measle_white,"<Point><coordinates>-154.106121,59.787213</coordinates></Point>",1693
williamsport-alaska-united-states,15024,"Williamsport, Alaska, United States",measle_white,"<Point><coordinates>-153.632147,59.682403</coordinates></Point>",1693
mchugh-point-alaska-united-states,15023,"McHugh Point, Alaska, United States",measle_white,"<Point><coordinates>-149.732198,61.015715</coordinates></Point>",1813
portage-alaska-united-states,15022,"Portage, Alaska, United States",measle_white,"<Point><coordinates>-148.989815,60.828289</coordinates></Point>",1813
matara-sri-lanka,15021,"Matara, Sri Lanka",measle_white,"<Point><coordinates>80.539861,5.940827</coordinates></Point>",1559
kuakata-bangladesh,15020,"Kuakata, Bangladesh",measle_white,"<Point><coordinates>90.116614,21.816735</coordinates></Point>",1559
ngwe-saung-myanmar,14639,"Ngwe Saung, Myanmar",measle_white,"<Point><coordinates>94.391221,16.858034</coordinates></Point>",1739
ngwe-saung-myanmar,14639,"Ngwe Saung, Myanmar",measle_white,"<Point><coordinates>94.391221,16.858034</coordinates></Point>",1559
yanbu-saudi-arabia,9269,"Yanbu, Saudi Arabia",measle_white,"<Point><coordinates>38.106971,24.070555</coordinates></Point>",1559
toulon-france,5346,"Toulon, France",measle_white,"<Point><coordinates>5.930338,43.125294</coordinates></Point>",1559
al-bustan-oman,15019,"Al Bustan, Oman",measle_white,"<Point><coordinates>58.606082,23.576085</coordinates></Point>",1739
kuala-kurau-malaysia,15018,"Kuala Kurau, Malaysia",measle_white,"<Point><coordinates>100.397078,5.019465</coordinates></Point>",1739
buenaventura-colombia,5806,"Buenaventura, Colombia",measle_white,"<Point><coordinates>-77.040301,3.883675</coordinates></Point>",1084
puerto-chacabuco-chile,14844,"Puerto Chacabuco, Chile",measle_white,"<Point><coordinates>-72.805098,-45.458294</coordinates></Point>",1805
quellon-chile,14843,"Quellon, Chile",measle_white,"<Point><coordinates>-73.479463,-43.117475</coordinates></Point>",1805
gav-spain,7762,"Gavá, Spain",measle_white,"<Point><coordinates>2.001348,41.304006</coordinates></Point>",1187
fomboni-moheli-comoros,14842,"Fomboni Moheli, Comoros",measle_white,"<Point><coordinates>43.739585,-12.288241</coordinates></Point>",1803
mutsamudu-comoros,14841,"Mutsamudu, Comoros",measle_white,"<Point><coordinates>44.400034,-12.166659</coordinates></Point>",1872
mutsamudu-comoros,14841,"Mutsamudu, Comoros",measle_white,"<Point><coordinates>44.400034,-12.166659</coordinates></Point>",1803
chindini-comoros,14840,"Chindini, Comoros",measle_white,"<Point><coordinates>43.489097,-11.923495</coordinates></Point>",1872
chindini-comoros,14840,"Chindini, Comoros",measle_white,"<Point><coordinates>43.489097,-11.923495</coordinates></Point>",1803
mouly-new-caledonia,14839,"Mouly, New Caledonia",measle_white,"<Point><coordinates>166.489014,-20.705938</coordinates></Point>",1802
xepenehe-new-caledonia,14838,"Xepenehe, New Caledonia",measle_white,"<Point><coordinates>167.151318,-20.780913</coordinates></Point>",1802
poindimie-new-caledonia,14837,"Poindimie, New Caledonia",measle_white,"<Point><coordinates>165.341554,-20.945879</coordinates></Point>",1802
angra-do-heroismo-portugal,14836,"Angra do Heroismo, Portugal",measle_white,"<Point><coordinates>-27.215825,38.658524</coordinates></Point>",1801
vila-do-porto-portugal,14835,"Vila do Porto, Portugal",measle_white,"<Point><coordinates>-25.141266,36.956767</coordinates></Point>",1801
sao-mateus-portugal,14834,"Sao Mateus, Portugal",measle_white,"<Point><coordinates>-28.461235,38.432291</coordinates></Point>",1801
velas-portugal,14833,"Velas, Portugal",measle_white,"<Point><coordinates>-28.213188,38.683841</coordinates></Point>",1801
porto-santo-madeira-portugal,7784,"Porto Santo, Madeira, Portugal",measle_white,"<Point><coordinates>-16.347666,33.047321</coordinates></Point>",1800
funchal-portugal,5935,"Funchal, Portugal",measle_white,"<Point><coordinates>-16.908945,32.646869</coordinates></Point>",1725
funchal-portugal,5935,"Funchal, Portugal",measle_white,"<Point><coordinates>-16.908945,32.646869</coordinates></Point>",1800
toco-trinidad-and-tobago,14806,"Toco, Trinidad and Tobago",measle_white,"<Point><coordinates>-60.949684,10.831132</coordinates></Point>",1799
pigeon-point-trinidad-and-tobago,14807,"Pigeon Point, Trinidad and Tobago",measle_white,"<Point><coordinates>-60.840309,11.165410,0</coordinates></Point>",1799
kaliko-haiti,14805,"Kaliko, Haiti",measle_white,"<Point><coordinates>-72.608711,18.864588</coordinates></Point>",1361
huahine-french-polynesia,14804,"Huahine, French Polynesia",measle_white,"<Point><coordinates>-151.000068,-16.730061</coordinates></Point>",1556
moorea-french-polynesia,14798,"Moorea, French Polynesia",measle_white,"<Point><coordinates>-149.829561,-17.538776</coordinates></Point>",1556
uturoa-french-polynesia,14799,"Uturoa, French Polynesia",measle_white,"<Point><coordinates>-151.443037,-16.730915</coordinates></Point>",1556
vaitape-french-polynesia,14800,"Vaitape, French Polynesia",measle_white,"<Point><coordinates>-151.749531,-16.506330,0</coordinates></Point>",1556
nasugbu-philippines,9603,"Nasugbu, Philippines",measle_white,"<Point><coordinates>120.695798,14.317593</coordinates></Point>",1839
pinamalayan-philippines,16046,"Pinamalayan, Philippines",measle_white,"<Point><coordinates>121.464548,13.045780,0</coordinates></Point>",1839
roxas-philippines,7840,"Roxas, Philippines",measle_white,"<Point><coordinates>122.749997,11.583305</coordinates></Point>",1839
masbate-city-philippines,16047,"Masbate City, Philippines",measle_white,"<Point><coordinates>123.616696,12.366727</coordinates></Point>",1839
legazpi-city-philippines,16048,"Legazpi City, Philippines",measle_white,"<Point><coordinates>123.743746,13.139090,0</coordinates></Point>",1839
calbayog-philippines,9384,"Calbayog, Philippines",measle_white,"<Point><coordinates>124.600289,12.069901</coordinates></Point>",1839
ormoc-philippines,9387,"Ormoc, Philippines",measle_white,"<Point><coordinates>124.612789,11.006889</coordinates></Point>",1839
cebu-philippines,3901,"Cebu, Philippines",measle_white,"<Point><coordinates>123.894625,10.310039</coordinates></Point>",1839
cadiz-city-philippines,16050,"Cadiz City, Philippines",measle_white,"<Point><coordinates>123.299996,10.950029</coordinates></Point>",1839
dumaguete-philippines,7842,"Dumaguete, Philippines",measle_white,"<Point><coordinates>123.281442,9.295611</coordinates></Point>",1839
ozamiz-city-philippines,16052,"Ozamiz City, Philippines",measle_white,"<Point><coordinates>123.849996,8.150030,0</coordinates></Point>",1839
cagayan-de-oro-philippines,10658,"Cagayan de Oro, Philippines",measle_white,"<Point><coordinates>124.631929,8.454229</coordinates></Point>",1839
butuan-city-philippines,16053,"Butuan City, Philippines",measle_white,"<Point><coordinates>125.540620,8.947613,0</coordinates></Point>",1839
san-jose-de-buenavista-philippines,14753,"San Jose de Buenavista, Philippines",measle_white,"<Point><coordinates>121.941306,10.748808</coordinates></Point>",1796
santiago-de-cuba-cuba,14733,"Santiago de Cuba, Cuba",measle_white,"<Point><coordinates>-75.828974,20.028796</coordinates></Point>",1529
killala-ireland,14732,"Killala, Ireland",measle_white,"<Point><coordinates>-9.232191,54.206832</coordinates></Point>",1691
cork-ireland,3522,"Cork, Ireland",measle_white,"<Point><coordinates>-8.472768,51.898337</coordinates></Point>",1889
cork-ireland,3522,"Cork, Ireland",measle_white,"<Point><coordinates>-8.472768,51.898337</coordinates></Point>",1673
milton-newfoundland-and-labrador-canada,8542,"Milton, Newfoundland and Labrador, Canada",measle_white,"<Point><coordinates>-53.960234,48.207616</coordinates></Point>",1569
pacific-city-or-united-states,3730,"Pacific City, OR, United States",measle_white,"<Point><coordinates>-123.962630,45.201929,0</coordinates></Point>",1786
pacific-city-or-united-states,3730,"Pacific City, OR, United States",measle_white,"<Point><coordinates>-123.962630,45.201929,0</coordinates></Point>",1733
blackpool-sands-united-kingdom,14677,"Blackpool Sands, United Kingdom",measle_white,"<Point><coordinates>-3.610905,50.318833</coordinates></Point>",1784
ende-indonesia,14648,"Ende, Indonesia",measle_white,"<Point><coordinates>121.651560,-8.855308,0</coordinates></Point>",1780
sumbawa-besar-indonesia,14649,"Sumbawa Besar, Indonesia",measle_white,"<Point><coordinates>117.400976,-8.496959</coordinates></Point>",1780
ambalawi-indonesia,14650,"Ambalawi, Indonesia",measle_white,"<Point><coordinates>118.760350,-8.319396,0</coordinates></Point>",1780
saraemee-indonesia,14651,"Saraemee, Indonesia",measle_white,"<Point><coordinates>118.711815,-8.796934</coordinates></Point>",1780
waingapu-indonesia,14652,"Waingapu, Indonesia",measle_white,"<Point><coordinates>120.253025,-9.646153</coordinates></Point>",1780
kupang-indonesia,14653,"Kupang, Indonesia",measle_white,"<Point><coordinates>123.583395,-10.183311</coordinates></Point>",1780
taytay-philippines,14655,"Taytay, Philippines",measle_white,"<Point><coordinates>119.500389,10.819609</coordinates></Point>",1796
taytay-philippines,14655,"Taytay, Philippines",measle_white,"<Point><coordinates>119.500389,10.819609</coordinates></Point>",1781
san-jose-philippines,7841,"San Jose, Philippines",measle_white,"<Point><coordinates>121.050095,12.362626</coordinates></Point>",1781
coron-philippines,9385,"Coron, Philippines",measle_white,"<Point><coordinates>120.200682,12.004960,0</coordinates></Point>",1781
el-quawef-libya,14647,"El-Quawef, Libya",measle_white,"<Point><coordinates>25.087372,31.760810,0</coordinates></Point>",1779
faial-portugal,14659,"Faial, Portugal",measle_white,"<Point><coordinates>-28.647563,38.525101</coordinates></Point>",1801
faial-portugal,14659,"Faial, Portugal",measle_white,"<Point><coordinates>-28.647563,38.525101</coordinates></Point>",1782
graciosa-portugal,14658,"Graciosa, Portugal",measle_white,"<Point><coordinates>-27.963481,39.011026</coordinates></Point>",1801
graciosa-portugal,14658,"Graciosa, Portugal",measle_white,"<Point><coordinates>-27.963481,39.011026</coordinates></Point>",1782
corvo-portugal,14657,"Corvo, Portugal",measle_white,"<Point><coordinates>-31.110550,39.671939,0</coordinates></Point>",1782
flores-portugal,14656,"Flores, Portugal",measle_white,"<Point><coordinates>-31.128519,39.462210,0</coordinates></Point>",1782
piedra-santa-spain,14646,"Piedra Santa, Spain",measle_white,"<Point><coordinates>-15.408800,28.040621,0</coordinates></Point>",1778
piedra-santa-spain,14646,"Piedra Santa, Spain",measle_white,"<Point><coordinates>-15.408800,28.040621,0</coordinates></Point>",1777
las-caletillas-spain,14645,"Las Caletillas, Spain",measle_white,"<Point><coordinates>-16.362364,28.377279</coordinates></Point>",1778
las-caletillas-spain,14645,"Las Caletillas, Spain",measle_white,"<Point><coordinates>-16.362364,28.377279</coordinates></Point>",1777
sihanoukville-cambodia,9118,"Sihanoukville, Cambodia",measle_white,"<Point><coordinates>103.506647,10.630009</coordinates></Point>",1739
sihanoukville-cambodia,9118,"Sihanoukville, Cambodia",measle_white,"<Point><coordinates>103.506647,10.630009</coordinates></Point>",1776
tera-cora-curaao,14631,"Tera Cora, Curaçao",measle_white,"<Point><coordinates>-69.020627,12.234501</coordinates></Point>",1727
kralendijk-bonaire-netherlands,14635,"Kralendijk, Bonaire, Netherlands",measle_white,"<Point><coordinates>-68.276682,12.150687</coordinates></Point>",1494
north-salina-bonaire-netherlands,10730,"North Salina, Bonaire, Netherlands",measle_white,"<Point><coordinates>-68.284104,12.163773</coordinates></Point>",1774
ratmalana-sri-lanka,14621,"Ratmalana, Sri Lanka",measle_white,"<Point><coordinates>79.889275,6.820392</coordinates></Point>",1735
mataram-indonesia,14613,"Mataram, Indonesia",measle_white,"<Point><coordinates>116.081543,-8.586388</coordinates></Point>",1780
mataram-indonesia,14613,"Mataram, Indonesia",measle_white,"<Point><coordinates>116.081543,-8.586388</coordinates></Point>",1767
jimbaran-indonesia,14612,"Jimbaran, Indonesia",measle_white,"<Point><coordinates>115.159864,-8.784093</coordinates></Point>",1767
beculuk-indonesia,14611,"Beculuk, Indonesia",measle_white,"<Point><coordinates>114.097071,-8.615636</coordinates></Point>",1767
bali-indonesia,9597,"Bali, Indonesia",measle_white,"<Point><coordinates>115.596973,-8.464415</coordinates></Point>",1767
toweli-indonesia,14610,"Toweli, Indonesia",measle_white,"<Point><coordinates>119.388377,-1.142470,0</coordinates></Point>",1767
sangata-indonesia,14609,"Sangata, Indonesia",measle_white,"<Point><coordinates>117.550976,0.326889</coordinates></Point>",1767
pankalan-indonesia,14608,"Pankalan, Indonesia",measle_white,"<Point><coordinates>111.752932,-2.849672</coordinates></Point>",1767
ketapang-indonesia,14607,"Ketapang, Indonesia",measle_white,"<Point><coordinates>109.971878,-1.859120,0</coordinates></Point>",1767
banjarmasin-indonesia,7803,"Banjarmasin, Indonesia",measle_white,"<Point><coordinates>114.604005,-3.327967</coordinates></Point>",1880
banjarmasin-indonesia,7803,"Banjarmasin, Indonesia",measle_white,"<Point><coordinates>114.604005,-3.327967</coordinates></Point>",1767
pontianak-indonesia,8360,"Pontianak, Indonesia",measle_white,"<Point><coordinates>109.335648,-0.027407</coordinates></Point>",1767
klagshamn-sweden,14586,"Klagshamn, Sweden",measle_white,"<Point><coordinates>12.916663,55.533296</coordinates></Point>",1765
brondby-denmark,11045,"Brondby, Denmark",measle_white,"<Point><coordinates>12.414905,55.647249</coordinates></Point>",1765
nybor-denmark,13466,"Nybor, Denmark",measle_white,"<Point><coordinates>10.799476,55.324104</coordinates></Point>",1761
korsor-denmark,13465,"Korsor, Denmark",measle_white,"<Point><coordinates>11.149379,55.325752</coordinates></Point>",1761
rostock-germany,3130,"Rostock, Germany",measle_white,"<Point><coordinates>12.132386,54.078890,0</coordinates></Point>",1816
rostock-germany,3130,"Rostock, Germany",measle_white,"<Point><coordinates>12.132386,54.078890,0</coordinates></Point>",1762
rostock-germany,3130,"Rostock, Germany",measle_white,"<Point><coordinates>12.132386,54.078890,0</coordinates></Point>",1759
markgrafenheide-germany,14585,"Markgrafenheide, Germany",measle_white,"<Point><coordinates>12.149476,54.191402</coordinates></Point>",1764
osterby-denmark,10322,"Osterby, Denmark",measle_white,"<Point><coordinates>11.199281,57.313459</coordinates></Point>",1688
kristinelund-sweden,10739,"Kristinelund, Sweden",measle_white,"<Point><coordinates>12.588636,56.134736</coordinates></Point>",1730
velling-sweden,14584,"Velling, Sweden",measle_white,"<Point><coordinates>12.963831,55.471065</coordinates></Point>",1261
mosede-denmark,14583,"Mosede, Denmark",measle_white,"<Point><coordinates>12.273011,55.575850,0</coordinates></Point>",1261
tinian-northern-mariana-islands,13410,"Tinian, Northern Mariana Islands",measle_white,"<Point><coordinates>145.637461,15.011123</coordinates></Point>",1757
saipan-northern-mariana-islands,13408,"Saipan, Northern Mariana Islands",measle_white,"<Point><coordinates>145.750938,15.177737</coordinates></Point>",1757
rota-northern-mariana-islands,13409,"Rota, Northern Mariana Islands",measle_white,"<Point><coordinates>145.212462,14.151846</coordinates></Point>",1757
vila-olga-vi-united-states,13402,"Vila Olga, VI, United States",measle_white,"<Point><coordinates>-64.948022,18.335731</coordinates></Point>",1756
banana-bay-vi-united-states,13401,"Banana Bay, VI, United States",measle_white,"<Point><coordinates>-64.943774,18.328224</coordinates></Point>",1756
flamingo-bay-vi-united-states,13400,"Flamingo Bay, VI, United States",measle_white,"<Point><coordinates>-64.957787,18.312830,0</coordinates></Point>",1756
tortola-virgin-islands-u-k-,9589,"Tortola, Virgin Islands (U.K.)",measle_white,"<Point><coordinates>-64.597241,18.414784</coordinates></Point>",1290
great-bay-vi-united-states,13399,"Great Bay, VI, United States",measle_white,"<Point><coordinates>-64.843188,18.322474</coordinates></Point>",1756
brewers-bay-vi-united-states,13398,"Brewer's Bay, VI, United States",measle_white,"<Point><coordinates>-64.975317,18.342408</coordinates></Point>",1756
st-croix-virgin-islands-united-states,5750,"St. Croix, Virgin Islands, United States",measle_white,"<Point><coordinates>-64.819408,17.771864</coordinates></Point>",1829
frederiksted-vi-united-states,13397,"Frederiksted, VI, United States",measle_white,"<Point><coordinates>-64.881518,17.712428</coordinates></Point>",1756
christiansted-vi-united-states,13396,"Christiansted, VI, United States",measle_white,"<Point><coordinates>-64.703149,17.746656</coordinates></Point>",1756
larne-united-kingdom,11390,"Larne, United Kingdom",measle_white,"<Point><coordinates>-5.809879,54.857491</coordinates></Point>",1614
girvan-united-kingdom,13378,"Girvan, United Kingdom",measle_white,"<Point><coordinates>-4.854215,55.240205</coordinates></Point>",1614
donaghadee-united-kingdom,7732,"Donaghadee, United Kingdom",measle_white,"<Point><coordinates>-5.538785,54.642867</coordinates></Point>",1387
portpatrick-united-kingdom,7731,"Portpatrick, United Kingdom",measle_white,"<Point><coordinates>-5.115543,54.843721</coordinates></Point>",1387
carrickfergus-united-kingdom,13377,"Carrickfergus, United Kingdom",measle_white,"<Point><coordinates>-5.808170,54.713668,0</coordinates></Point>",1754
saltcoats-united-kingdom,13376,"Saltcoats, United Kingdom",measle_white,"<Point><coordinates>-4.783512,55.637581</coordinates></Point>",1754
douglas-isle-of-man,3171,"Douglas, Isle of Man",measle_white,"<Point><coordinates>-4.480875,54.150277</coordinates></Point>",1753
ballyhornan-united-kingdom,13373,"Ballyhornan, United Kingdom",measle_white,"<Point><coordinates>-5.559390,54.302047,0</coordinates></Point>",1752
silecroft-beach-united-kingdom,13375,"Silecroft Beach, United Kingdom",measle_white,"<Point><coordinates>-3.357145,54.210628</coordinates></Point>",1752
groudle-bay-united-kingdom,13374,"Groudle Bay, United Kingdom",measle_white,"<Point><coordinates>-4.423893,54.166976</coordinates></Point>",1752
peel-united-kingdom,13372,"Peel, United Kingdom",measle_white,"<Point><coordinates>-4.691422,54.222445</coordinates></Point>",1752
peel-united-kingdom,13372,"Peel, United Kingdom",measle_white,"<Point><coordinates>-4.691422,54.222445</coordinates></Point>",1751
ballywater-united-kingdom,13371,"Ballywater, United Kingdom",measle_white,"<Point><coordinates>-5.484390,54.542745,0</coordinates></Point>",1751
port-grenaugh-united-kingdom,13370,"Port Grenaugh, United Kingdom",measle_white,"<Point><coordinates>-4.566666,54.099996</coordinates></Point>",1616
hulhumale-maldives,9215,"Hulhumale, Maldives",measle_white,"<Point><coordinates>73.540157,4.211946</coordinates></Point>",1868
hulhumale-maldives,9215,"Hulhumale, Maldives",measle_white,"<Point><coordinates>73.540157,4.211946</coordinates></Point>",1746
kulhudhufushi-maldives,10811,"Kulhudhufushi, Maldives",measle_white,"<Point><coordinates>73.071407,6.622443</coordinates></Point>",1868
kulhudhufushi-maldives,10811,"Kulhudhufushi, Maldives",measle_white,"<Point><coordinates>73.071407,6.622443</coordinates></Point>",1746
eydhafushi-maldives,10812,"Eydhafushi, Maldives",measle_white,"<Point><coordinates>73.070821,5.103230,0</coordinates></Point>",1868
eydhafushi-maldives,10812,"Eydhafushi, Maldives",measle_white,"<Point><coordinates>73.070821,5.103230,0</coordinates></Point>",1746
dhangethi-maldives,10813,"Dhangethi, Maldives",measle_white,"<Point><coordinates>72.955587,3.608089</coordinates></Point>",1746
gan-maldives,10814,"Gan, Maldives",measle_white,"<Point><coordinates>73.544649,1.918417</coordinates></Point>",1746
gahdhoo-maldives,10815,"Gahdhoo, Maldives",measle_white,"<Point><coordinates>73.455489,0.288803</coordinates></Point>",1746
hithadhoo-maldives,10816,"Hithadhoo, Maldives",measle_white,"<Point><coordinates>73.089181,-0.606020,0</coordinates></Point>",1868
hithadhoo-maldives,10816,"Hithadhoo, Maldives",measle_white,"<Point><coordinates>73.089181,-0.606020,0</coordinates></Point>",1746
fuvahmulah-maldives,10817,"Fuvahmulah, Maldives",measle_white,"<Point><coordinates>73.426876,-0.298306</coordinates></Point>",1746
port-gentil-gabon,10818,"Port Gentil, Gabon",measle_white,"<Point><coordinates>8.781606,-0.721035</coordinates></Point>",1747
egmond-netherlands,8409,"Egmond, Netherlands",measle_white,"<Point><coordinates>4.616374,52.616379</coordinates></Point>",1365
winterton-on-sea-united-kingdom,3269,"Winterton-on-Sea, United Kingdom",measle_white,"<Point><coordinates>1.693536,52.715231</coordinates></Point>",1365
lusk-ireland,10907,"Lusk, Ireland",measle_white,"<Point><coordinates>-6.165884,53.526254</coordinates></Point>",1685
tobrok-libya,7874,"Tobrok, Libya",measle_white,"<Point><coordinates>23.960310,32.079609,0</coordinates></Point>",1779
tobrok-libya,7874,"Tobrok, Libya",measle_white,"<Point><coordinates>23.960310,32.079609,0</coordinates></Point>",1184
al-baida-libya,10838,"Al Baida, Libya",measle_white,"<Point><coordinates>21.741659,32.881732</coordinates></Point>",1184
tolmeta-libya,7872,"Tolmeta, Libya",measle_white,"<Point><coordinates>20.949960,32.716730,0</coordinates></Point>",1184
