"au_code","au_name","Maori_2001","Maori_2006","Maori_2013","Total_2001","Total_2006","Total_2013","per_01","per_06","per_13"
538721,"Poets Corner",27,27,24,258,267,264,0.104651162790698,0.101123595505618,0.0909090909090909
538722,"Ngapuna",141,123,87,561,513,462,0.251336898395722,0.239766081871345,0.188311688311688
538731,"Owhata South",45,69,39,501,588,576,0.0898203592814371,0.11734693877551,0.0677083333333333
538732,"Lynmore",84,123,111,3015,3132,3330,0.0278606965174129,0.039272030651341,0.0333333333333333
538741,"Owhata West",468,531,372,3135,3573,3519,0.149282296650718,0.148614609571788,0.105711849957374
538742,"Owhata East",258,297,267,2124,2133,2100,0.121468926553672,0.139240506329114,0.127142857142857
538811,"Hamurana",63,81,81,2175,2388,2487,0.0289655172413793,0.0339195979899497,0.0325693606755127
538812,"Inland Water-Lake Rotorua",NA,NA,NA,0,0,0,NA,NA,NA
538820,"Tikitere",483,513,384,2817,2829,2616,0.171458998935037,0.181336161187699,0.146788990825688
538831,"Kaingaroa Forest",117,135,135,549,483,426,0.213114754098361,0.279503105590062,0.316901408450704
538832,"Tarawera",45,33,63,1581,1398,1437,0.0284629981024668,0.0236051502145923,0.0438413361169102
538841,"Golden Springs",30,42,45,1209,1290,1344,0.0248138957816377,0.0325581395348837,0.0334821428571429
538842,"Reporoa",57,45,30,558,474,453,0.102150537634409,0.0949367088607595,0.0662251655629139
538850,"Ngakuru",66,96,57,1545,1701,1695,0.0427184466019417,0.0564373897707231,0.0336283185840708
538861,"Arahiwi",3,3,3,120,150,177,0.025,0.02,0.0169491525423729
538863,"Waiwhero",33,42,21,618,696,693,0.0533980582524272,0.0603448275862069,0.0303030303030303
538864,"Mamaku",42,63,57,693,726,690,0.0606060606060606,0.0867768595041322,0.0826086956521739
539000,"Selwyn Heights",180,183,162,1200,1128,1047,0.15,0.162234042553191,0.154727793696275
539100,"Western Heights",489,681,528,3630,3822,3504,0.134710743801653,0.17817896389325,0.150684931506849
539200,"Fairy Springs",291,339,327,2031,2013,1983,0.14327917282127,0.168405365126677,0.164901664145234
539310,"Pukehangi North",315,375,330,2043,2193,2109,0.154185022026432,0.170998632010944,0.15647226173542
539320,"Pukehangi South",132,165,198,2484,2790,2805,0.0531400966183575,0.0591397849462366,0.0705882352941176
539400,"Mangakakahi",315,318,357,2361,2448,2430,0.133418043202033,0.129901960784314,0.146913580246914
539500,"Sunnybrook",93,144,165,1872,1941,1881,0.0496794871794872,0.0741885625965997,0.087719298245614
539600,"Fordlands",588,447,354,1995,1905,1704,0.294736842105263,0.234645669291339,0.207746478873239
539700,"Utuhina",123,117,156,1338,1404,1377,0.0919282511210762,0.0833333333333333,0.113289760348584
539800,"Pomare",69,63,108,1470,1494,1572,0.0469387755102041,0.0421686746987952,0.0687022900763359
539900,"Hillcrest",174,165,165,1575,1602,1530,0.11047619047619,0.102996254681648,0.107843137254902
540000,"Springfield",138,147,174,4293,4278,4083,0.0321453529000699,0.0343618513323983,0.0426157237325496
540100,"Kawaha Point",153,213,207,1650,1641,1773,0.0927272727272727,0.129798903107861,0.116751269035533
540200,"Koutu",417,456,459,2061,1896,1863,0.202328966521106,0.240506329113924,0.246376811594203
540300,"Ohinemutu",111,87,81,288,279,264,0.385416666666667,0.311827956989247,0.306818181818182
540410,"Kuirau",201,159,153,1146,1110,1182,0.175392670157068,0.143243243243243,0.129441624365482
540420,"Victoria",186,156,147,1695,1650,1755,0.109734513274336,0.0945454545454545,0.0837606837606838
540510,"Glenholme East",72,75,93,2016,1986,2109,0.0357142857142857,0.0377643504531722,0.0440967283072546
540520,"Glenholme West",261,285,216,2229,2277,2172,0.117092866756393,0.125164690382082,0.0994475138121547
540600,"Fenton",189,189,144,1359,1395,1452,0.139072847682119,0.135483870967742,0.0991735537190083
540700,"Whaka",87,96,51,276,333,228,0.315217391304348,0.288288288288288,0.223684210526316
540900,"Mangakino",174,150,123,1281,1020,741,0.135831381733021,0.147058823529412,0.165991902834008
541000,"Turangi",756,750,639,3441,3240,2955,0.219703574542284,0.231481481481481,0.216243654822335
541311,"Acacia Bay",27,30,24,1101,1230,1425,0.0245231607629428,0.024390243902439,0.0168421052631579
541312,"Wairakei-Aratiatia",69,75,39,651,675,603,0.105990783410138,0.111111111111111,0.0646766169154229
541313,"Maunganamu",3,6,9,213,207,414,0.0140845070422535,0.0289855072463768,0.0217391304347826
541315,"Taupo East",NA,NA,NA,12,12,6,NA,NA,NA
541316,"Wharewaka",3,3,6,288,462,498,0.0104166666666667,0.00649350649350649,0.0120481927710843
541317,"Rangatira Park",12,6,12,522,627,696,0.0229885057471264,0.00956937799043062,0.0172413793103448
541318,"Rangatira",3,0,6,54,84,75,0.0555555555555556,0,0.08
541319,"Lakewood",24,21,24,789,1239,1425,0.0304182509505703,0.0169491525423729,0.0168421052631579
541320,"Marotiri",66,93,81,1353,1386,1557,0.0487804878048781,0.0670995670995671,0.0520231213872832
541333,"Kinloch",3,3,3,279,330,489,0.010752688172043,0.00909090909090909,0.00613496932515337
541334,"Tatua",30,15,3,228,186,288,0.131578947368421,0.0806451612903226,0.0104166666666667
541335,"Oruanui",54,51,69,1515,1956,2268,0.0356435643564356,0.0260736196319018,0.0304232804232804
541342,"Rangitaiki",9,3,6,183,162,138,0.0491803278688525,0.0185185185185185,0.0434782608695652
541344,"Broadlands",21,18,27,462,516,639,0.0454545454545455,0.0348837209302326,0.0422535211267606
541345,"Waitahanui",123,135,99,507,453,414,0.242603550295858,0.298013245033113,0.239130434782609
541346,"Tongariro",102,81,102,501,432,501,0.203592814371257,0.1875,0.203592814371257
541347,"Motuoapa",18,21,12,153,228,237,0.117647058823529,0.0921052631578947,0.0506329113924051
541348,"Tokaanu",51,57,69,186,189,192,0.274193548387097,0.301587301587302,0.359375
541501,"Rangipo",66,75,30,270,237,99,0.244444444444444,0.316455696202532,0.303030303030303
541502,"Te More",NA,NA,NA,0,0,0,NA,NA,NA
541503,"Taharua",15,6,0,84,81,57,0.178571428571429,0.0740740740740741,0
541710,"Nukuhau",96,111,93,1317,1506,1512,0.0728929384965831,0.0737051792828685,0.0615079365079365
541720,"Taupo Central",243,261,273,3705,3627,3573,0.065587044534413,0.0719602977667494,0.0764063811922754
541730,"Tauhara",453,408,390,4185,4317,4113,0.108243727598566,0.0945100764419736,0.0948212983223924
541740,"Hilltop",132,135,159,3672,3603,3540,0.0359477124183007,0.0374687760199834,0.0449152542372881
541750,"Waipahihi",45,42,54,1848,1764,1881,0.0243506493506494,0.0238095238095238,0.0287081339712919
541760,"Richmond Heights",99,99,87,2229,2151,2106,0.044414535666218,0.0460251046025105,0.0413105413105413
541900,"Ohope",81,96,87,2760,2853,2844,0.0293478260869565,0.0336487907465825,0.0305907172995781
542000,"Matata",129,99,108,666,642,645,0.193693693693694,0.154205607476636,0.167441860465116
542100,"Taneatua",321,327,318,753,792,786,0.426294820717131,0.412878787878788,0.404580152671756
542200,"Edgecumbe",186,171,192,1671,1626,1638,0.111310592459605,0.105166051660517,0.117216117216117
542300,"Te Teko",297,264,231,630,627,489,0.471428571428571,0.421052631578947,0.47239263803681
542410,"Whakatane North",429,411,339,3141,3114,2997,0.13658070678128,0.131984585741811,0.113113113113113
542421,"Coastlands",45,51,60,636,873,948,0.0707547169811321,0.0584192439862543,0.0632911392405063
542422,"Whakatane West",471,447,441,3057,3087,3069,0.154072620215898,0.144800777453839,0.143695014662757
542430,"Trident",402,378,405,3096,3159,3105,0.12984496124031,0.11965811965812,0.130434782608696
542440,"Allandale-Mokorua",315,255,291,3819,3864,3726,0.0824823252160251,0.0659937888198758,0.0780998389694042
542511,"Orini",225,186,159,582,576,510,0.38659793814433,0.322916666666667,0.311764705882353
542513,"Inlet-Ohiwa Harbour West",NA,NA,NA,0,0,0,NA,NA,NA
542514,"Maraetotara",0,6,3,96,108,111,0,0.0555555555555556,0.027027027027027
542520,"Poroporo",150,156,117,588,570,624,0.255102040816327,0.273684210526316,0.1875
542530,"Otakiri",192,183,183,3582,3606,3774,0.0536013400335008,0.0507487520798669,0.048489666136725
542540,"Rotoma",369,366,366,1713,1863,1725,0.215411558669002,0.19645732689211,0.212173913043478
542550,"Matahina-Minginui",501,456,357,1587,1464,1335,0.315689981096408,0.311475409836066,0.267415730337079
542561,"Waimana",216,195,150,657,615,576,0.328767123287671,0.317073170731707,0.260416666666667
542562,"Urewera",630,654,744,1878,2022,2136,0.335463258785943,0.323442136498516,0.348314606741573
542600,"Kawerau",1326,1341,1110,6975,6921,6363,0.19010752688172,0.193758127438231,0.174446016030174
542700,"Murupara",675,618,498,1962,1839,1656,0.344036697247706,0.33605220228385,0.300724637681159
542800,"Opotiki",840,810,690,4158,4176,3876,0.202020202020202,0.193965517241379,0.178018575851393
542901,"Te Kaha",174,144,174,375,306,387,0.464,0.470588235294118,0.449612403100775
542903,"Cape Runaway",621,609,498,1401,1374,1146,0.443254817987152,0.443231441048035,0.43455497382199
542904,"Oponae",90,66,78,354,297,294,0.254237288135593,0.222222222222222,0.26530612244898
542905,"Inlet-Ohiwa Harbour East",NA,NA,NA,0,0,0,NA,NA,NA
542906,"Waiotahi",357,360,309,2865,2820,2730,0.124607329842932,0.127659574468085,0.113186813186813
543301,"East Cape",1143,1086,1020,2751,2703,2415,0.415485278080698,0.401775804661487,0.422360248447205
543302,"Ruatoria",378,315,315,837,756,750,0.451612903225806,0.416666666666667,0.42
543303,"Tokomaru Bay",198,159,153,459,444,390,0.431372549019608,0.358108108108108,0.392307692307692
543601,"Tarndale-Rakauroa",216,198,159,1692,1653,1488,0.127659574468085,0.11978221415608,0.106854838709677
543602,"Te Karaka",126,135,114,552,543,483,0.228260869565217,0.248618784530387,0.236024844720497
543800,"Patutahi",72,54,45,360,375,345,0.2,0.144,0.130434782608696
543901,"Makaraka",42,39,36,918,1044,1203,0.0457516339869281,0.0373563218390805,0.029925187032419
543902,"Matokitoki",15,9,21,393,462,534,0.0381679389312977,0.0194805194805195,0.0393258426966292
543903,"Wainui",60,51,48,1410,1515,1680,0.0425531914893617,0.0336633663366337,0.0285714285714286
544001,"Wharekaka",225,189,180,1950,1914,1791,0.115384615384615,0.0987460815047022,0.100502512562814
544002,"Tiniroto",213,192,147,2142,2112,2007,0.0994397759103641,0.0909090909090909,0.0732436472346786
544003,"Manutuke",174,147,120,639,603,525,0.272300469483568,0.243781094527363,0.228571428571429
544004,"Tolaga Bay",336,273,225,870,831,768,0.386206896551724,0.328519855595668,0.29296875
544200,"Mangapapa",423,456,465,4266,4263,4194,0.0991561181434599,0.106966924700915,0.110872675250358
544300,"Te Hapara",471,468,501,4293,4284,4383,0.109713487071978,0.109243697478992,0.114305270362765
544400,"Gisborne Airport",486,456,417,2760,2742,2619,0.176086956521739,0.166301969365427,0.15922107674685
544500,"Whataupoko",177,165,180,3654,3696,3642,0.048440065681445,0.0446428571428571,0.0494233937397035
544600,"Gisborne Central",363,366,318,3222,3117,3189,0.112662942271881,0.117420596727623,0.0997177798682973
544701,"Kaiti North",123,177,213,2064,2046,1974,0.059593023255814,0.0865102639296188,0.10790273556231
544702,"Outer Kaiti",621,657,474,2427,2610,2247,0.255871446229913,0.251724137931034,0.210947930574099
544801,"Kaiti South",597,540,507,2733,2838,2655,0.218441273326015,0.190274841437632,0.190960451977401
544802,"Tamarau",540,510,438,2340,2298,2265,0.230769230769231,0.221932114882507,0.193377483443709
544900,"Riverdale",81,99,147,1242,1614,2106,0.0652173913043478,0.0613382899628253,0.0698005698005698
545201,"Tuai",111,93,78,270,252,219,0.411111111111111,0.369047619047619,0.356164383561644
545202,"Frasertown",51,69,39,291,300,252,0.175257731958763,0.23,0.154761904761905
545204,"Ruakituri-Morere",78,69,66,750,705,705,0.104,0.0978723404255319,0.0936170212765957
545205,"Maungataniwha",69,42,33,321,351,318,0.214953271028037,0.11965811965812,0.10377358490566
545206,"Inland Water-Lake Waikaremoana",NA,NA,NA,0,0,0,NA,NA,NA
545301,"Raupunga",84,96,78,741,642,627,0.11336032388664,0.149532710280374,0.124401913875598
545302,"Whakaki",210,171,156,888,822,732,0.236486486486486,0.208029197080292,0.213114754098361
545303,"Nuhaka",117,69,75,330,294,258,0.354545454545455,0.23469387755102,0.290697674418605
545304,"Mahia",186,198,138,897,846,723,0.207357859531773,0.234042553191489,0.190871369294606
545500,"Wairoa",780,765,810,4428,4272,4050,0.176151761517615,0.179073033707865,0.2
545611,"Bay View",60,60,48,1758,1773,1923,0.0341296928327645,0.0338409475465313,0.0249609984399376
545621,"Poraiti",9,15,15,612,774,1872,0.0147058823529412,0.0193798449612403,0.00801282051282051
545631,"Meeanee",24,27,30,1164,1197,1677,0.0206185567010309,0.0225563909774436,0.0178890876565295
545632,"Awatoto",15,18,12,300,357,309,0.05,0.0504201680672269,0.0388349514563107
545710,"Twyford",21,21,27,1098,1068,1065,0.0191256830601093,0.0196629213483146,0.0253521126760563
545721,"Karamu",69,66,63,984,966,1404,0.0701219512195122,0.0683229813664596,0.0448717948717949
545722,"Whakatu",147,132,120,834,840,822,0.176258992805755,0.157142857142857,0.145985401459854
545730,"Clive",57,72,63,1347,1581,1764,0.0423162583518931,0.0455407969639469,0.0357142857142857
545740,"Haumoana",105,123,102,2166,2202,2256,0.0484764542936288,0.055858310626703,0.0452127659574468
545750,"Brookvale",3,6,9,495,528,576,0.00606060606060606,0.0113636363636364,0.015625
545761,"Irongate",6,9,6,432,480,483,0.0138888888888889,0.01875,0.0124223602484472
545762,"Longlands South",15,21,21,882,921,951,0.0170068027210884,0.0228013029315961,0.0220820189274448
545811,"Tangoio",15,36,24,618,660,699,0.0242718446601942,0.0545454545454545,0.0343347639484979
545812,"Eskdale",12,12,9,573,582,627,0.0209424083769634,0.0206185567010309,0.0143540669856459
545821,"Sherenden-Puketapu",48,54,51,2226,2433,2724,0.0215633423180593,0.0221948212083847,0.0187224669603524
545822,"Omahu",150,117,90,420,408,351,0.357142857142857,0.286764705882353,0.256410256410256
545831,"Waiohiki",45,45,45,303,345,351,0.148514851485149,0.130434782608696,0.128205128205128
545832,"Pakowhai",42,36,45,615,591,609,0.0682926829268293,0.0609137055837563,0.0738916256157636
545841,"Maraekakaho",27,18,24,1083,1146,1287,0.0249307479224377,0.0157068062827225,0.0186480186480186
545842,"Bridge Pa",195,171,177,1068,1104,1149,0.182584269662921,0.154891304347826,0.154046997389034
545851,"Poukawa",102,84,63,1212,1302,1290,0.0841584158415842,0.0645161290322581,0.0488372093023256
545852,"Pakipaki",90,93,57,642,663,636,0.14018691588785,0.14027149321267,0.089622641509434
545860,"Waimarama",63,66,66,852,1020,1086,0.073943661971831,0.0647058823529412,0.0607734806629834
545911,"Tutira",33,27,18,711,648,585,0.0464135021097046,0.0416666666666667,0.0307692307692308
545912,"Puketitiri",6,6,15,357,336,360,0.0168067226890756,0.0178571428571429,0.0416666666666667
545913,"Whanawhana",3,6,3,285,249,231,0.0105263157894737,0.0240963855421687,0.012987012987013
546100,"Westshore",27,18,33,1098,1074,1059,0.0245901639344262,0.0167597765363128,0.0311614730878187
546200,"Ahuriri",39,36,27,744,858,1089,0.0524193548387097,0.041958041958042,0.0247933884297521
546300,"Onekawa Central",36,21,63,1257,1245,1320,0.0286396181384248,0.0168674698795181,0.0477272727272727
546400,"Onekawa West",9,6,6,126,111,246,0.0714285714285714,0.0540540540540541,0.024390243902439
546500,"Onekawa South",375,369,375,4152,4368,4344,0.0903179190751445,0.084478021978022,0.0863259668508287
546600,"Marewa",273,318,306,4416,4614,4674,0.061820652173913,0.0689206762028609,0.0654685494223363
546700,"Maraenui",612,585,480,3468,3540,3093,0.176470588235294,0.165254237288136,0.155189136760427
546801,"Hospital Hill",63,72,63,2868,2790,2655,0.0219665271966527,0.0258064516129032,0.023728813559322
546802,"Bluff Hill",75,57,48,2718,2694,2697,0.0275938189845475,0.0211581291759465,0.017797552836485
546901,"Nelson Park",99,99,90,2379,2361,2451,0.0416141235813367,0.0419313850063532,0.0367197062423501
546902,"Mclean Park",96,96,117,2364,2418,2355,0.0406091370558376,0.0397022332506203,0.0496815286624204
547001,"Tamatea North",141,159,132,2580,2481,2481,0.0546511627906977,0.064087061668682,0.0532043530834341
547002,"Tamatea South",105,126,123,2700,2634,2559,0.0388888888888889,0.0478359908883827,0.0480656506447831
547100,"Greenmeadows",144,147,144,5829,6207,6393,0.024704065877509,0.0236829386176897,0.0225246363209761
547200,"Taradale North",108,99,132,5001,5019,5226,0.0215956808638272,0.0197250448296473,0.0252583237657865
547300,"Taradale South",150,132,156,4794,5370,5433,0.0312891113892365,0.0245810055865922,0.0287134180011044
547400,"Pirimai",138,150,171,3333,3468,3393,0.0414041404140414,0.0432525951557093,0.0503978779840849
547600,"Mahora",210,261,195,3546,3768,3567,0.0592216582064298,0.0692675159235669,0.0546677880571909
547700,"St Leonards",150,159,195,2760,2793,2892,0.0543478260869565,0.0569280343716434,0.0674273858921162
547800,"Frimley",45,39,63,1410,1524,2271,0.0319148936170213,0.0255905511811024,0.0277410832232497
547900,"Raureka",339,288,288,4206,4233,4218,0.0805991440798859,0.0680368532955351,0.0682788051209104
548000,"Mayfair",282,327,327,4032,4170,4191,0.0699404761904762,0.0784172661870504,0.0780243378668576
548100,"Parkvale",123,111,123,3012,3057,3123,0.0408366533864542,0.0363101079489696,0.0393852065321806
548200,"Hastings Central",126,135,141,2946,2928,2817,0.0427698574338086,0.0461065573770492,0.0500532481363152
548300,"Akina",270,252,237,4311,4296,4494,0.0626304801670146,0.058659217877095,0.0527369826435247
548400,"Woolwich",3,0,NA,45,45,33,0.0666666666666667,0,NA
548500,"Camberley",249,270,240,1968,1995,1881,0.126524390243902,0.135338345864662,0.127591706539075
548611,"Kingsley-Chatham",495,483,477,2967,2955,3003,0.166835187057634,0.163451776649746,0.158841158841159
548612,"Lochain",474,465,417,2769,2949,2730,0.171180931744312,0.157680569684639,0.152747252747253
548620,"Flaxmere East",579,558,558,3861,3900,3642,0.14996114996115,0.143076923076923,0.153212520593081
548810,"Anderson Park",129,111,117,1497,1497,1482,0.0861723446893788,0.0741482965931864,0.0789473684210526
548821,"Iona",42,57,48,2661,2844,2916,0.0157835400225479,0.020042194092827,0.0164609053497942
548822,"Havelock Hills",6,3,12,549,750,957,0.0109289617486339,0.004,0.0125391849529781
548831,"Te Mata",24,24,63,1752,3042,3624,0.0136986301369863,0.00788954635108481,0.0173841059602649
